,Country,Gender,Demographics Question,Demographics Response,Question,Value
10358,Sierra Leone,M,Age,35-49,... if she burns the food,3.6
10359,Sierra Leone,M,Age,15-24,... if she goes out without telling him,19.4
10360,Sierra Leone,M,Age,25-34,... if she goes out without telling him,21.2
10361,Sierra Leone,M,Age,35-49,... if she goes out without telling him,19.1
10362,Sierra Leone,M,Age,15-24,... if she neglects the children,21.3
10363,Sierra Leone,M,Age,25-34,... if she neglects the children,23.8
10364,Sierra Leone,M,Age,35-49,... if she neglects the children,22.0
10365,Sierra Leone,M,Age,15-24,... if she refuses to have sex with him,9.4
10366,Sierra Leone,M,Age,25-34,... if she refuses to have sex with him,10.2
10367,Sierra Leone,M,Age,35-49,... if she refuses to have sex with him,9.3
10368,Sierra Leone,M,Education,Higher,... for at least one specific reason,20.0
10369,Sierra Leone,M,Education,No education,... for at least one specific reason,39.0
10370,Sierra Leone,M,Education,Primary,... for at least one specific reason,34.1
10371,Sierra Leone,M,Education,Secondary,... for at least one specific reason,31.6
10372,Sierra Leone,M,Education,Higher,... if she argues with him,12.2
10373,Sierra Leone,M,Education,No education,... if she argues with him,27.9
10374,Sierra Leone,M,Education,Primary,... if she argues with him,24.8
10375,Sierra Leone,M,Education,Secondary,... if she argues with him,22.4
10376,Sierra Leone,M,Education,Higher,... if she burns the food,4.8
10377,Sierra Leone,M,Education,No education,... if she burns the food,5.0
10378,Sierra Leone,M,Education,Primary,... if she burns the food,5.2
10379,Sierra Leone,M,Education,Secondary,... if she burns the food,4.6
10380,Sierra Leone,M,Education,Higher,... if she goes out without telling him,9.2
10381,Sierra Leone,M,Education,No education,... if she goes out without telling him,23.7
10382,Sierra Leone,M,Education,Primary,... if she goes out without telling him,20.8
10383,Sierra Leone,M,Education,Secondary,... if she goes out without telling him,17.2
10384,Sierra Leone,M,Education,Higher,... if she neglects the children,10.9
10385,Sierra Leone,M,Education,No education,... if she neglects the children,26.9
10386,Sierra Leone,M,Education,Primary,... if she neglects the children,20.2
10387,Sierra Leone,M,Education,Secondary,... if she neglects the children,20.1
10388,Sierra Leone,M,Education,Higher,... if she refuses to have sex with him,4.7
10389,Sierra Leone,M,Education,No education,... if she refuses to have sex with him,11.8
10390,Sierra Leone,M,Education,Primary,... if she refuses to have sex with him,10.0
10391,Sierra Leone,M,Education,Secondary,... if she refuses to have sex with him,8.0
10392,Sierra Leone,M,Employment,Employed for cash,... for at least one specific reason,34.7
10393,Sierra Leone,M,Employment,Employed for kind,... for at least one specific reason,37.5
10394,Sierra Leone,M,Employment,Unemployed,... for at least one specific reason,27.2
10395,Sierra Leone,M,Employment,Employed for cash,... if she argues with him,24.6
10396,Sierra Leone,M,Employment,Employed for kind,... if she argues with him,27.3
10397,Sierra Leone,M,Employment,Unemployed,... if she argues with him,18.4
10398,Sierra Leone,M,Employment,Employed for cash,... if she burns the food,5.6
10399,Sierra Leone,M,Employment,Employed for kind,... if she burns the food,3.6
10400,Sierra Leone,M,Employment,Unemployed,... if she burns the food,5.0
10401,Sierra Leone,M,Employment,Employed for cash,... if she goes out without telling him,21.3
10402,Sierra Leone,M,Employment,Employed for kind,... if she goes out without telling him,20.7
10403,Sierra Leone,M,Employment,Unemployed,... if she goes out without telling him,14.3
10404,Sierra Leone,M,Employment,Employed for cash,... if she neglects the children,25.3
10405,Sierra Leone,M,Employment,Employed for kind,... if she neglects the children,21.8
10406,Sierra Leone,M,Employment,Unemployed,... if she neglects the children,15.9
10407,Sierra Leone,M,Employment,Employed for cash,... if she refuses to have sex with him,10.3
10408,Sierra Leone,M,Employment,Employed for kind,... if she refuses to have sex with him,10.1
10409,Sierra Leone,M,Employment,Unemployed,... if she refuses to have sex with him,7.0
10410,Sierra Leone,M,Marital status,Married or living together,... for at least one specific reason,34.6
10411,Sierra Leone,M,Marital status,Never married,... for at least one specific reason,33.4
10412,Sierra Leone,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,38.0
10413,Sierra Leone,M,Marital status,Married or living together,... if she argues with him,24.6
10414,Sierra Leone,M,Marital status,Never married,... if she argues with him,23.7
10415,Sierra Leone,M,Marital status,"Widowed, divorced, separated",... if she argues with him,28.2
10416,Sierra Leone,M,Marital status,Married or living together,... if she burns the food,4.5
10417,Sierra Leone,M,Marital status,Never married,... if she burns the food,5.5
10418,Sierra Leone,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2.3
10419,Sierra Leone,M,Marital status,Married or living together,... if she goes out without telling him,20.6
10420,Sierra Leone,M,Marital status,Never married,... if she goes out without telling him,18.5
10421,Sierra Leone,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,23.4
10422,Sierra Leone,M,Marital status,Married or living together,... if she neglects the children,23.6
10423,Sierra Leone,M,Marital status,Never married,... if she neglects the children,20.4
10424,Sierra Leone,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,26.2
10425,Sierra Leone,M,Marital status,Married or living together,... if she refuses to have sex with him,10.0
10426,Sierra Leone,M,Marital status,Never married,... if she refuses to have sex with him,9.2
10427,Sierra Leone,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,7.9
10428,Sierra Leone,M,Residence,Rural,... for at least one specific reason,37.7
10429,Sierra Leone,M,Residence,Urban,... for at least one specific reason,28.5
10430,Sierra Leone,M,Residence,Rural,... if she argues with him,26.9
10431,Sierra Leone,M,Residence,Urban,... if she argues with him,20.0
10432,Sierra Leone,M,Residence,Rural,... if she burns the food,4.5
10433,Sierra Leone,M,Residence,Urban,... if she burns the food,5.3
10434,Sierra Leone,M,Residence,Rural,... if she goes out without telling him,23.0
10435,Sierra Leone,M,Residence,Urban,... if she goes out without telling him,14.5
10436,Sierra Leone,M,Residence,Rural,... if she neglects the children,25.8
10437,Sierra Leone,M,Residence,Urban,... if she neglects the children,16.6
10438,Sierra Leone,M,Residence,Rural,... if she refuses to have sex with him,11.1
10439,Sierra Leone,M,Residence,Urban,... if she refuses to have sex with him,7.1
10440,South Africa,F,Age,15-24,... for at least one specific reason,6.4
10441,South Africa,F,Age,25-34,... for at least one specific reason,5.1
10442,South Africa,F,Age,35-49,... for at least one specific reason,5.1
10443,South Africa,F,Age,15-24,... if she argues with him,2.7
10444,South Africa,F,Age,25-34,... if she argues with him,2.1
10445,South Africa,F,Age,35-49,... if she argues with him,1.9
10446,South Africa,F,Age,15-24,... if she burns the food,1.2
10447,South Africa,F,Age,25-34,... if she burns the food,1.0
10448,South Africa,F,Age,35-49,... if she burns the food,0.7
10449,South Africa,F,Age,15-24,... if she goes out without telling him,2.2
10450,South Africa,F,Age,25-34,... if she goes out without telling him,2.1
10451,South Africa,F,Age,35-49,... if she goes out without telling him,2.0
10452,South Africa,F,Age,15-24,... if she neglects the children,4.7
10453,South Africa,F,Age,25-34,... if she neglects the children,3.4
10454,South Africa,F,Age,35-49,... if she neglects the children,3.4
10455,South Africa,F,Age,15-24,... if she refuses to have sex with him,1.0
10456,South Africa,F,Age,25-34,... if she refuses to have sex with him,0.8
10457,South Africa,F,Age,35-49,... if she refuses to have sex with him,1.1
10458,South Africa,F,Education,Higher,... for at least one specific reason,1.1
10459,South Africa,F,Education,No education,... for at least one specific reason,6.8
10460,South Africa,F,Education,Primary,... for at least one specific reason,9.9
10461,South Africa,F,Education,Secondary,... for at least one specific reason,5.6
10462,South Africa,F,Education,Higher,... if she argues with him,0.5
10463,South Africa,F,Education,No education,... if she argues with him,2.9
10464,South Africa,F,Education,Primary,... if she argues with him,4.2
10465,South Africa,F,Education,Secondary,... if she argues with him,2.2
10466,South Africa,F,Education,Higher,... if she burns the food,0.2
10467,South Africa,F,Education,No education,... if she burns the food,1.6
10468,South Africa,F,Education,Primary,... if she burns the food,2.4
10469,South Africa,F,Education,Secondary,... if she burns the food,0.9
10470,South Africa,F,Education,Higher,... if she goes out without telling him,0.3
10471,South Africa,F,Education,No education,... if she goes out without telling him,2.2
10472,South Africa,F,Education,Primary,... if she goes out without telling him,4.8
10473,South Africa,F,Education,Secondary,... if she goes out without telling him,2.1
10474,South Africa,F,Education,Higher,... if she neglects the children,0.6
10475,South Africa,F,Education,No education,... if she neglects the children,2.8
10476,South Africa,F,Education,Primary,... if she neglects the children,6.9
10477,South Africa,F,Education,Secondary,... if she neglects the children,4.0
10478,South Africa,F,Education,Higher,... if she refuses to have sex with him,0.1
10479,South Africa,F,Education,No education,... if she refuses to have sex with him,2.2
10480,South Africa,F,Education,Primary,... if she refuses to have sex with him,1.9
10481,South Africa,F,Education,Secondary,... if she refuses to have sex with him,1.0
10482,South Africa,F,Employment,Employed for cash,... for at least one specific reason,5.0
10483,South Africa,F,Employment,Employed for kind,... for at least one specific reason,8.8
10484,South Africa,F,Employment,Unemployed,... for at least one specific reason,5.8
10485,South Africa,F,Employment,Employed for cash,... if she argues with him,1.9
10486,South Africa,F,Employment,Employed for kind,... if she argues with him,2.1
10487,South Africa,F,Employment,Unemployed,... if she argues with him,2.4
10488,South Africa,F,Employment,Employed for cash,... if she burns the food,0.6
10489,South Africa,F,Employment,Employed for kind,... if she burns the food,1.1
10490,South Africa,F,Employment,Unemployed,... if she burns the food,1.2
10491,South Africa,F,Employment,Employed for cash,... if she goes out without telling him,2.1
10492,South Africa,F,Employment,Employed for kind,... if she goes out without telling him,2.7
10493,South Africa,F,Employment,Unemployed,... if she goes out without telling him,2.1
10494,South Africa,F,Employment,Employed for cash,... if she neglects the children,3.1
10495,South Africa,F,Employment,Employed for kind,... if she neglects the children,8.6
10496,South Africa,F,Employment,Unemployed,... if she neglects the children,4.2
10497,South Africa,F,Employment,Employed for cash,... if she refuses to have sex with him,0.8
10498,South Africa,F,Employment,Employed for kind,... if she refuses to have sex with him,0.7
10499,South Africa,F,Employment,Unemployed,... if she refuses to have sex with him,1.1
10500,South Africa,F,Marital status,Married or living together,... for at least one specific reason,5.2
10501,South Africa,F,Marital status,Never married,... for at least one specific reason,5.6
10502,South Africa,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,6.8
10503,South Africa,F,Marital status,Married or living together,... if she argues with him,2.0
10504,South Africa,F,Marital status,Never married,... if she argues with him,2.2
10505,South Africa,F,Marital status,"Widowed, divorced, separated",... if she argues with him,3.1
10506,South Africa,F,Marital status,Married or living together,... if she burns the food,0.9
10507,South Africa,F,Marital status,Never married,... if she burns the food,1.0
10508,South Africa,F,Marital status,"Widowed, divorced, separated",... if she burns the food,0.9
10509,South Africa,F,Marital status,Married or living together,... if she goes out without telling him,2.4
10510,South Africa,F,Marital status,Never married,... if she goes out without telling him,1.8
